Review text,Ratings,sentiment,clean_review
Nice one. Very durable.READ MORE,4,1,nice one durable read
Its quality is similar as i wanted....i satisfiedREAD MORE,5,1,quality similar wanted satisfiedread
Good Product and Excellent ServiceREAD MORE,5,1,good product excellent serviceread
superbREAD MORE,5,1,superbread
Got original ones .READ MORE,5,1,got original one read
Good choiceREAD MORE,4,1,good choiceread
Good service and good productREAD MORE,5,1,good service good productread
ThankuREAD MORE,5,1,thankuread
Not badREAD MORE,5,1,not badread
Reliable..READ MORE,4,1,reliable read
Good we can buyREAD MORE,5,1,good buyread
Good product and timely deliveredREAD MORE,5,1,good product timely deliveredread
Not goodREAD MORE,4,1,not goodread
Very very bad qualtyREAD MORE,1,0,bad qualtyread
great lovebitREAD MORE,5,1,great lovebitread
As regular 😇READ MORE,4,1,regular read
"Not For pro players, it wl hardly last 2daysFeather like quality bt low temperREAD MORE",2,0,not pro player hardly last daysfeather like quality low temperread
"Good and lasting, it is normal, i think it is the bestREAD MORE",5,1,good lasting normal think bestread
nice landing safely nice shuttlesssssREAD MORE,5,1,nice landing safely nice shuttlesssssread
Good quality of the productREAD MORE,5,1,good quality productread
good quality of shuttles.....READ MORE,5,1,good quality shuttle read
Got with proper Yonex authenticationREAD MORE,5,1,got proper yonex authenticationread
thank you....READ MORE,5,1,thank read
Excellent condition/performance...READ MORE,5,1,excellent condition performance read
Awesome look & materialREAD MORE,4,1,awesome look materialread
I love this productREAD MORE,5,1,love productread
Items quality are too badREAD MORE,1,0,item quality badread
MiceREAD MORE,5,1,miceread
Only for 2-4 game ...Very bad quality..not as original productREAD MORE,1,0,game bad quality not original productread
Quality slightly decrease compared with oldREAD MORE,4,1,quality slightly decrease compared oldread
wast of money cheap qualityREAD MORE,1,0,wast money cheap qualityread
AwsomeREAD MORE,4,1,awsomeread
good gualityREAD MORE,4,1,good gualityread
Genuine product low cost👍READ MORE,4,1,genuine product low cost read
very good product. speed of the shuttle in the air is good.READ MORE,5,1,good product speed shuttle air good read
kwality is best ..READ MORE,5,1,kwality best read
bad quality .. don't waste your money ...READ MORE,1,0,bad quality waste money read
Wonderful product delivered timely by Flipkart. Thank you filipkart.READ MORE,5,1,wonderful product delivered timely flipkart thank filipkart read
Quality is excellentREAD MORE,5,1,quality excellentread
Best choice for Indian conditions. Lasts longer for beginners and intermediate players. Always receiving original product from Flipkart.READ MORE,4,1,best choice indian condition last longer beginner intermediate player always receiving original product flipkart read
Nice product.......... durable alsoREAD MORE,4,1,nice product durable alsoread
Not likedREAD MORE,1,0,not likedread
lasting....READ MORE,5,1,lasting read
In 6 Shuttles only 2 are original shuttles....READ MORE,2,0,shuttle original shuttle read
good just like feather shuttleREAD MORE,5,1,good like feather shuttleread
Quality good.... cheaper than shops...speed ok...READ MORE,5,1,quality good cheaper shop speed read
Best in Value. Used it.READ MORE,5,1,best value used read
Bit costlyREAD MORE,5,1,bit costlyread
"Excellent service, got in one day even at remote location like GangtokREAD MORE",4,1,excellent service got one day even remote location like gangtokread
Best product and lowest price 664READ MORE,5,1,best product lowest price read
bestREAD MORE,4,1,bestread
Very good correct flight and reliableREAD MORE,5,1,good correct flight reliableread
Useless  productREAD MORE,1,0,useless productread
Good product fast deliveryREAD MORE,5,1,good product fast deliveryread
Original item with much lower price than the local market.READ MORE,5,1,original item much lower price local market read
Money worthyREAD MORE,4,1,money worthyread
Very good.. thanks fkartREAD MORE,4,1,good thanks fkartread
Not of good quality plesae don't purchaseREAD MORE,1,0,not good quality plesae purchaseread
Got the product as expectedREAD MORE,4,1,got product expectedread
"Good,  but light wet heREAD MORE",5,1,good light wet heread
Good itemREAD MORE,1,0,good itemread
good oneREAD MORE,5,1,good oneread
thanks flipcartREAD MORE,5,1,thanks flipcartread
I'm a regular buyer but this time I got very bad quality shuttlesREAD MORE,2,0,regular buyer time got bad quality shuttlesread
Very bad product given faults in the shuttlesREAD MORE,1,0,bad product given fault shuttlesread
orginal productREAD MORE,4,1,orginal productread
very osom productREAD MORE,5,1,osom productread
Great for playREAD MORE,4,1,great playread
Such a good product ? for shuttle loversREAD MORE,5,1,good product shuttle loversread
Still GoodREAD MORE,5,1,still goodread
superb shuttlesREAD MORE,5,1,superb shuttlesread
original yonex shuttlecocksREAD MORE,5,1,original yonex shuttlecocksread
strong n durableREAD MORE,4,1,strong durableread
"this is not original shuttle , fulll money wasteREAD MORE",1,0,not original shuttle fulll money wasteread
It's a good purchase.READ MORE,4,1,good purchase read
one day for one shuttle worst quality by flipkartREAD MORE,1,0,one day one shuttle worst quality flipkartread
good productsREAD MORE,5,1,good productsread
1 shuttle max can be played 2 times considering 1.5 hrs hard play time.  But good thing is seller sends the genuine product as Sunrise authentication passed. Ordered second one.READ MORE,4,1,shuttle max played time considering hr hard play time good thing seller sends genuine product sunrise authentication passed ordered second one read
"Always the best,satisfaction guaranteed.never disappoints me. only issue, the bottom cork might crack if gets hard hit by the metal frame of the racquet. easily lasts to 1 week per shuttle even after harsh gameplay.always the best, MAVIS 350😍💗💖READ MORE",5,1,always best satisfaction guaranteed never disappoints issue bottom cork might crack get hard hit metal frame racquet easily last week per shuttle even harsh gameplay always best mavis read
very nice shuttle I fall in love with this shuttle got It be very cheap from flipkart thanks flipkart for saving my moneyREAD MORE,5,1,nice shuttle fall love shuttle got cheap flipkart thanks flipkart saving moneyread
original and yes the best shuttle in the market ryt now.READ MORE,5,1,original yes best shuttle market ryt read
excellent product.. good quality..  🥰 loved it...  and last longREAD MORE,5,1,excellent product good quality loved last longread
great but seems fast than naturalREAD MORE,4,1,great seems fast naturalread
These are low quality shuttles which do not sustain even for a 2 hour game. Please do not buy from here.READ MORE,1,0,low quality shuttle not sustain even hour game please not buy read
It's awesome ...READ MORE,4,1,awesome read
good product fullfill my expectation thank you flipkartREAD MORE,5,1,good product fullfill expectation thank flipkartread
worst productREAD MORE,1,0,worst productread
"Original one, very nice to play.. bought this @ 699...READ MORE",4,1,original one nice play bought read
I am happy with this productREAD MORE,5,1,happy productread
"original from yonex, great value for moneyREAD MORE",5,1,original yonex great value moneyread
Lasting only for 3 gamesREAD MORE,1,0,lasting gamesread
not badREAD MORE,2,0,not badread
superb productREAD MORE,5,1,superb productread
good product and Long time certificationREAD MORE,5,1,good product long time certificationread
Nice delivery of the product and very punctual according to the timingREAD MORE,5,1,nice delivery product punctual according timingread
get damaged very soonREAD MORE,2,0,get damaged soonread
Best purchaseREAD MORE,4,1,best purchaseread
great productthanks FlipkartREAD MORE,4,1,great productthanks flipkartread
quality is very poor.READ MORE,1,0,quality poor read
worth for moneyREAD MORE,4,1,worth moneyread
worst. two pieces were damaged tooREAD MORE,1,0,worst two piece damaged tooread
nyc productREAD MORE,5,1,nyc productread
Quality not good giving damage goods .READ MORE,1,0,quality not good giving damage good read
the product is very damagedREAD MORE,1,0,product damagedread
wasteREAD MORE,1,0,wasteread
Meterial is low qualityREAD MORE,2,0,meterial low qualityread
very nice shuttleREAD MORE,5,1,nice shuttleread
It's very attractive and smart...READ MORE,4,1,attractive smart read
Thanks flipkart for delivering in just 12hrs.READ MORE,1,0,thanks flipkart delivering hr read
I am satisfied with the productREAD MORE,5,1,satisfied productread
Not a good product  shuttle damages for only for 3 matchesREAD MORE,5,1,not good product shuttle damage matchesread
work goodREAD MORE,4,1,work goodread
super productREAD MORE,5,1,super productread
very good perfomingREAD MORE,5,1,good perfomingread
Good quality  genuine productREAD MORE,5,1,good quality genuine productread
very badREAD MORE,1,0,badread
wasteREAD MORE,2,0,wasteread
"Very badd quality, and do not last.READ MORE",1,0,badd quality not last read
best quality productREAD MORE,5,1,best quality productread
I like itREAD MORE,5,1,like itread
It's look very hard.. For playing not a original quality....READ MORE,2,0,look hard playing not original quality read
not goodREAD MORE,2,0,not goodread
Simply superbREAD MORE,4,1,simply superbread
damaged so early.READ MORE,2,0,damaged early read
💯% Genuine ProductREAD MORE,5,1,genuine productread
Very good product at a reasonable price.READ MORE,5,1,good product reasonable price read
Good as usualREAD MORE,5,1,good usualread
good and genuineREAD MORE,5,1,good genuineread
Shuttle is not durable.READ MORE,1,0,shuttle not durable read
very patheticREAD MORE,1,0,patheticread
good service and nice productREAD MORE,1,0,good service nice productread
Very good product .. we hv been playing with this product from two years..READ MORE,5,1,good product playing product two year read
Ready to play..☺️ Best price..READ MORE,5,1,ready play best price read
Its niceREAD MORE,4,1,niceread
product is very good..but it takes 6 days to deliver😮😮😮READ MORE,5,1,product good take day deliver read
"great quality product , deserve the price @699.READ MORE",5,1,great quality product deserve price read
very slow shuttleREAD MORE,5,1,slow shuttleread
varry good productREAD MORE,5,1,varry good productread
The first shuttle was authentic but the rest of the shuttles can compete with SpaceX rockets in terms of speed. Highly disappointed!READ MORE,1,0,first shuttle authentic rest shuttle compete spacex rocket term speed highly disappointed read
packing was very bad. All shuttles damaged.READ MORE,1,0,packing bad shuttle damaged read
good onewe are playing outdoor and indoorREAD MORE,5,1,good onewe playing outdoor indoorread
the shuttles are not genuine.READ MORE,1,0,shuttle not genuine read
"as expected, recommendREAD MORE",5,1,expected recommendread
Nice shuttle quality.READ MORE,5,1,nice shuttle quality read
Nice but seems it is not original.READ MORE,4,1,nice seems not original read
"nice shuttle, full control over palyREAD MORE",5,1,nice shuttle full control palyread
awesomeREAD MORE,4,1,awesomeread
Bad productsREAD MORE,2,0,bad productsread
ok okREAD MORE,4,1,okread
satisfiedREAD MORE,5,1,satisfiedread
AswamREAD MORE,5,1,aswamread
Very powerfulREAD MORE,5,1,powerfulread
very goodREAD MORE,5,1,goodread
just suprrbbREAD MORE,5,1,suprrbbread
Long lasting..READ MORE,4,1,long lasting read
very good product and value of moneyREAD MORE,5,1,good product value moneyread
genuine products!READ MORE,5,1,genuine product read
always good...READ MORE,5,1,always good read
Just Superb..READ MORE,5,1,superb read
good quality nowREAD MORE,5,1,good quality nowread
very good shuttleREAD MORE,5,1,good shuttleread
bad productREAD MORE,1,0,bad productread
very good  quality  this  item'sREAD MORE,5,1,good quality item sread
old stockREAD MORE,1,0,old stockread
shuttles were faster than usual..wasted moneyREAD MORE,2,0,shuttle faster usual wasted moneyread
its okREAD MORE,2,0,okread
This shuttle is goodREAD MORE,5,1,shuttle goodread
East Or West FlipKart Is the best..... Became a FlipKart fan by delivering within a day. .READ MORE,5,1,east west flipkart best became flipkart fan delivering within day read
poor quality item got this time..READ MORE,1,0,poor quality item got time read
"seems like not original product disappointed, 50% shuttles wobbling and remaining last for just 1 or 2 matches..READ MORE",2,0,seems like not original product disappointed shuttle wobbling remaining last match read
"quality is Soo good ,but delivery date is Soo late it shows 14 Dec but I received 17 Dec so don't waste ur time order it in another appREAD MORE",4,1,quality soo good delivery date soo late show dec received dec waste time order another appread
old stock are sold not a single peace was goodREAD MORE,1,0,old stock sold not single peace goodread
don't buy anyone this shuttle on Flipkart site....  worst quality productREAD MORE,1,0,buy anyone shuttle flipkart site worst quality productread
Good facilityREAD MORE,5,1,good facilityread
Exlent product...READ MORE,5,1,exlent product read
"Good one, I have read lot of negative review for Mavis 350.when purchase online, but this time I will say it's a better products, good quality...READ MORE",4,1,good one read lot negative review mavis purchase online time say better product good quality read
loved it.... original product delivered on time....READ MORE,5,1,loved original product delivered time read
"delevired in just less than a day ,oh my god.thanks flipkartREAD MORE",5,1,delevired less day god thanks flipkartread
received a genuine product...very good and original qualityREAD MORE,5,1,received genuine product good original qualityread
Amazing productREAD MORE,5,1,amazing productread
good and light weightREAD MORE,4,1,good light weightread
light weight and long life!!!READ MORE,5,1,light weight long life read
awesome goodREAD MORE,5,1,awesome goodread
Nice product satisfiedREAD MORE,5,1,nice product satisfiedread
very nice & best qualityREAD MORE,5,1,nice best qualityread
old stock I gotREAD MORE,4,1,old stock gotread
Good product for this price..READ MORE,4,1,good product price read
nice item... u must buyREAD MORE,4,1,nice item must buyread
very niceREAD MORE,4,1,niceread
Happy with FlipkartREAD MORE,5,1,happy flipkartread
bad productsREAD MORE,5,1,bad productsread
nice ProductREAD MORE,5,1,nice productread
Yonex Mavis 350 Is Not Pure Shuttle  Dummy Not A Genuine Bad Quality And  So Old Pak. Date On Box Jan 2019 ....READ MORE,1,0,yonex mavis not pure shuttle dummy not genuine bad quality old pak date box jan read
Good But Price a little bit highREAD MORE,5,1,good price little bit highread
cork quality issues. cracking soon.READ MORE,1,0,cork quality issue cracking soon read
"good price range,thanq flipkart.READ MORE",5,1,good price range thanq flipkart read
genuine product.....go for itREAD MORE,5,1,genuine product itread
superrREAD MORE,5,1,superrread
very slow.. and barely lasts 2days. very disappointingREAD MORE,2,0,slow barely last day disappointingread
worth productREAD MORE,5,1,worth productread
somthing best for youREAD MORE,5,1,somthing best youread
nice . premium productREAD MORE,4,1,nice premium productread
worst quality fraud materialsREAD MORE,1,0,worst quality fraud materialsread
not so good 6 shuttle and only 9 days we playREAD MORE,1,0,not good shuttle day playread
no difference..... orginal product.READ MORE,5,1,difference orginal product read
product was bad.READ MORE,2,0,product bad read
good worth priceREAD MORE,4,1,good worth priceread
durability of the cork is very bad and it  is not enough for even one dayREAD MORE,2,0,durability cork bad not enough even one dayread
Few shuttle corks look like they may break down within few minutes of play. Otherwise all okay!READ MORE,4,1,shuttle cork look like may break within minute play otherwise okay read
Very nice shuttlesREAD MORE,5,1,nice shuttlesread
old stock. manufactured a year back(12 months)READ MORE,1,0,old stock manufactured year back month read
very bad product ☹️ wast of moneyREAD MORE,1,0,bad product wast moneyread
Plz go for it. Really worth for every cork. our friends are really happy with the reliability of this pack.READ MORE,5,1,plz really worth every cork friend really happy reliability pack read
nice Best in outdoor game 👌READ MORE,5,1,nice best outdoor game read
Very nice product i love itREAD MORE,5,1,nice product love itread
Always best and fineREAD MORE,5,1,always best fineread
Nice product. Best for outdoor.READ MORE,5,1,nice product best outdoor read
NiceREAD MORE,1,0,niceread
Good Product....READ MORE,5,1,good product read
very Good crockREAD MORE,5,1,good crockread
awesome product Mavis 350 is superREAD MORE,5,1,awesome product mavis superread
nice prudectREAD MORE,4,1,nice prudectread
great productREAD MORE,5,1,great productread
worst product...don't even last 2 matchesREAD MORE,1,0,worst product even last matchesread
good quality and genuine product..READ MORE,4,1,good quality genuine product read
lovely productREAD MORE,5,1,lovely productread
Must buy.. exlent productREAD MORE,5,1,must buy exlent productread
Very Good ProductREAD MORE,5,1,good productread
Excellent product thanks flipkartREAD MORE,5,1,excellent product thanks flipkartread
not so goodREAD MORE,2,0,not goodread
good shuttle ... very good to flyREAD MORE,5,1,good shuttle good flyread
best but price is very hight on FlipkartREAD MORE,5,1,best price hight flipkartread
its really goodREAD MORE,5,1,really goodread
nice product in cheap costREAD MORE,5,1,nice product cheap costread
absolute treasureREAD MORE,5,1,absolute treasureread
quality is not feel so upto the mark. shredded during play with shuttle in a weekREAD MORE,4,1,quality not feel upto mark shredded play shuttle weekread
real feelREAD MORE,5,1,real feelread
Nice. Good for practice sessions. Good quality.READ MORE,5,1,nice good practice session good quality read
Worth your moneyREAD MORE,5,1,worth moneyread
nice compared priceREAD MORE,4,1,nice compared priceread
Good Shuttle.READ MORE,5,1,good shuttle read
excellent just love it thanks flipkartREAD MORE,5,1,excellent love thanks flipkartread
super product.READ MORE,5,1,super product read
bought it for 670 fast delivered quality is goodREAD MORE,5,1,bought fast delivered quality goodread
nycREAD MORE,4,1,nycread
product is good and delivery is too fast.. thanks for sharing best product in this price....READ MORE,5,1,product good delivery fast thanks sharing best product price read
good but but improve qualityREAD MORE,4,1,good improve qualityread
super shuttle very niceeREAD MORE,5,1,super shuttle niceeread
Good packing i think seller is too bad becase i got bad product this time less quality and its broken fast pure china local productREAD MORE,1,0,good packing think seller bad becase got bad product time less quality broken fast pure china local productread
MarvelousREAD MORE,5,1,marvelousread
the original quality product. Good packing. swift delivery Makes Happy CustomerREAD MORE,5,1,original quality product good packing swift delivery make happy customerread
Good grip for all sideREAD MORE,5,1,good grip sideread
best shuttle for outdoorREAD MORE,5,1,best shuttle outdoorread
LovelyREAD MORE,4,1,lovelyread
original product. played yesterday and all is wellREAD MORE,5,1,original product played yesterday wellread
Good for playREAD MORE,5,1,good playread
Shuttles are good but the box seems to be not that good qualityREAD MORE,4,1,shuttle good box seems not good qualityread
Guys lots of shuttles inside the box are damaged and doesn't have correct weight for indoor playThe shuttles inside the box are all wobbling.. Plz don't buy from flipkart we have other sites where u will find genuine sellersPlz beware of this productREAD MORE,1,0,guy lot shuttle inside box damaged correct weight indoor playthe shuttle inside box wobbling plz buy flipkart site find genuine sellersplz beware productread
very good product long lasting for indoor gameREAD MORE,4,1,good product long lasting indoor gameread
very nice qualityREAD MORE,5,1,nice qualityread
good product. Suggest to buy.READ MORE,4,1,good product suggest buy read
thanks flipcart...very niceREAD MORE,4,1,thanks flipcart niceread
"bad product ,poor quality , really disappointedREAD MORE",1,0,bad product poor quality really disappointedread
Behtareen.. i keep on ordering this monthly.. good for intermediate players like me..READ MORE,5,1,behtareen keep ordering monthly good intermediate player like read
slow 75 is not slow as lining. only wastage of moneyREAD MORE,1,0,slow not slow lining wastage moneyread
"high rate, quality poor early brokenREAD MORE",2,0,high rate quality poor early brokenread
ExpectingREAD MORE,5,1,expectingread
great product in reasonable priceREAD MORE,5,1,great product reasonable priceread
ORIGINAL PRODUCTREAD MORE,5,1,original productread
nicc niceREAD MORE,4,1,nicc niceread
good delivery n originalREAD MORE,5,1,good delivery originalread
ok bettarREAD MORE,4,1,bettarread
good for beginnersREAD MORE,4,1,good beginnersread
good for outdoorsREAD MORE,5,1,good outdoorsread
This is the first time i have received bad quality of product. shuttles are of bad qualities and very slow. Really disappointed.READ MORE,2,0,first time received bad quality product shuttle bad quality slow really disappointed read
shuttle always good.  timely delivered 👍READ MORE,5,1,shuttle always good timely delivered read
fine qualityREAD MORE,5,1,fine qualityread
very good product Fkipkart very quickly devilry the item thanks to FkipkartREAD MORE,1,0,good product fkipkart quickly devilry item thanks fkipkartread
good for regular practice. and nice quality.READ MORE,5,1,good regular practice nice quality read
Worthy product.  Very durable in outdoor practice.  Nice productREAD MORE,4,1,worthy product durable outdoor practice nice productread
good👍READ MORE,4,1,good read
"very bad, slowREAD MORE",1,0,bad slowread
"Good for indoor, grab this if you like super slow shuttlesREAD MORE",5,1,good indoor grab like super slow shuttlesread
wonderfulREAD MORE,5,1,wonderfulread
"product delivered on time 👍, I checked all shuttles are were fine no wobbling or damage piece. for me its 100%geniuneREAD MORE",4,1,product delivered time checked shuttle fine wobbling damage piece geniuneread
good..READ MORE,5,1,good read
original productsREAD MORE,5,1,original productsread
Good quality shuttleREAD MORE,5,1,good quality shuttleread
Good I love itREAD MORE,1,0,good love itread
original product delivered with lightening  speedREAD MORE,5,1,original product delivered lightening speedread
good for practiceREAD MORE,5,1,good practiceread
It is very goodREAD MORE,5,1,goodread
very worst shuttle is looking like 30 RS per pieceREAD MORE,2,0,worst shuttle looking like per pieceread
good product and best shuttlecock.READ MORE,5,1,good product best shuttlecock read
perfect...!READ MORE,5,1,perfect read
Excellent Item and delivery service provided by FlipkartREAD MORE,5,1,excellent item delivery service provided flipkartread
go for it oldREAD MORE,5,1,oldread
Good poductREAD MORE,5,1,good poductread
so naisREAD MORE,4,1,naisread
Good....!!READ MORE,5,1,good read
original product received . Thank you for speedy delivery.READ MORE,5,1,original product received thank speedy delivery read
good nice 👍READ MORE,5,1,good nice read
"Got the original product, thanks to flipkart and the vendor supplierREAD MORE",5,1,got original product thanks flipkart vendor supplierread
Just awesomeREAD MORE,5,1,awesomeread
always awesome 👍READ MORE,5,1,always awesome read
Very nice Product 👌😊READ MORE,4,1,nice product read
shuttles are good and durable lasted for 6 rapid games.READ MORE,5,1,shuttle good durable lasted rapid game read
Badminton shuttle is too goodREAD MORE,5,1,badminton shuttle goodread
"yesterday received that product but it is damaged,i am very disappointed and i lost my moneyREAD MORE",1,0,yesterday received product damaged disappointed lost moneyread
good quality shuttlecocksREAD MORE,5,1,good quality shuttlecocksread
Love the product..READ MORE,1,0,love product read
quality and packing is super awesome...READ MORE,5,1,quality packing super awesome read
Very good quality shuttlesREAD MORE,5,1,good quality shuttlesread
AswmREAD MORE,5,1,aswmread
Thanks for it😀😀😀😀READ MORE,5,1,thanks read
go for it.... perfect for matches of intermediate to professional levelREAD MORE,5,1,perfect match intermediate professional levelread
best qualityREAD MORE,5,1,best qualityread
Super as expectedREAD MORE,5,1,super expectedread
Best to playREAD MORE,4,1,best playread
"very nice product,good qualityREAD MORE",5,1,nice product good qualityread
Received an original and sealed product at a better price than the local sports stores.READ MORE,5,1,received original sealed product better price local sport store read
Not evonomicalREAD MORE,1,0,not evonomicalread
good product and profit useable thanks FlipkartREAD MORE,5,1,good product profit useable thanks flipkartread
best shuttles for all & long lifeREAD MORE,5,1,best shuttle long liferead
Original product and as we know it is best in its segment.READ MORE,5,1,original product know best segment read
After completion  one game shuttle will be too fastREAD MORE,4,1,completion one game shuttle fastread
This is not original ... It's light weighted. But it's ok ok . You can play. But durability is another issue. These shuttles are not long lastingREAD MORE,2,0,not original light weighted play durability another issue shuttle not long lastingread
got the product on time.product is genuine.READ MORE,5,1,got product time product genuine read
it's not good qualityREAD MORE,1,0,not good qualityread
excellentREAD MORE,4,1,excellentread
good and nice speeds of shuttlesREAD MORE,4,1,good nice speed shuttlesread
good product . happy with the shuttle .READ MORE,5,1,good product happy shuttle read
shuttles are good.and comparatively lasted.READ MORE,5,1,shuttle good comparatively lasted read
finest shuttle for practice. The durability of shuttle is awesome.I bet you won't regret after playing.READ MORE,5,1,finest shuttle practice durability shuttle awesome bet regret playing read
nice quality shuttlesREAD MORE,5,1,nice quality shuttlesread
best delivery manREAD MORE,5,1,best delivery manread
fine and good dilevaryREAD MORE,5,1,fine good dilevaryread
good quality and good costREAD MORE,5,1,good quality good costread
Quality good...READ MORE,4,1,quality good read
It's is good for intermediate players not best but better then otherREAD MORE,5,1,good intermediate player not best better otherread
strong build for any rough game nice movement and speed.READ MORE,4,1,strong build rough game nice movement speed read
very good.READ MORE,5,1,good read
this is the best plastic shuttleREAD MORE,5,1,best plastic shuttleread
Awesome got with 699READ MORE,5,1,awesome got read
"awesome, Nice productREAD MORE",5,1,awesome nice productread
Not Satisfactory. Shuttles are a little fast. The quality seem to have degraded.READ MORE,2,0,not satisfactory shuttle little fast quality seem degraded read
on first attempt flipkart send local product when I replace order then  I received yonex mavis 350 thanks flipkartREAD MORE,5,1,first attempt flipkart send local product replace order received yonex mavis thanks flipkartread
working well in out door gameREAD MORE,5,1,working well door gameread
marvellous product good for beginnerREAD MORE,4,1,marvellous product good beginnerread
Product seemed original. Fine quality. Although it breaks like a ice cream cone if explodes to even a little moisture.READ MORE,4,1,product seemed original fine quality although break like ice cream cone explodes even little moisture read
waste it is slow. any one want to purchase go retail storesREAD MORE,1,0,waste slow one want purchase retail storesread
Asked for slow shuttle and they have provided me medium or fast. When I checked return period was over.READ MORE,1,0,asked slow shuttle provided medium fast checked return period read
"go for it, its amazingREAD MORE",5,1,amazingread
"Original product in intact form, delivered. Nothing to comment on a branded product, like Yonex. Thanks !!!READ MORE",5,1,original product intact form delivered nothing comment branded product like yonex thanks read
Good in quality.  probably the best nylon shuttle. just go for it.READ MORE,4,1,good quality probably best nylon shuttle read
best shuttlecocksREAD MORE,5,1,best shuttlecocksread
"Nice flight, good control & perfect on bat!! Writing after playing 2 times!READ MORE",5,1,nice flight good control perfect bat writing playing time read
good performance but not very goodREAD MORE,4,1,good performance not goodread
flipkart is the best online site.READ MORE,4,1,flipkart best online site read
"Havebeen ordering shuttles over a year now , 100% orignal products, and if incase at times shuttles are damaged flipkart is quick n hastle free to replace them, thankyou for fair price n great services...READ MORE",4,1,havebeen ordering shuttle year orignal product incase time shuttle damaged flipkart quick hastle free replace thankyou fair price great service read
Good shuttle for all playersREAD MORE,4,1,good shuttle playersread
okREAD MORE,4,1,okread
shuttle is very good for average to beginners.READ MORE,5,1,shuttle good average beginner read
nice one good quality for priceREAD MORE,4,1,nice one good quality priceread
Best among nylon shuttlesREAD MORE,5,1,best among nylon shuttlesread
Excellent product (genuine one).READ MORE,5,1,excellent product genuine one read
Its very very bad productREAD MORE,1,0,bad productread
"Got on time,  but old stock,  need to check the flight condition while playingREAD MORE",4,1,got time old stock need check flight condition playingread
worth of moneyREAD MORE,4,1,worth moneyread
I received original productREAD MORE,4,1,received original productread
Go for it good quality genuine shuttlesREAD MORE,5,1,good quality genuine shuttlesread
it's too good😊😊😊READ MORE,5,1,good read
"Nice product for indoors, not suitable for outdoors.READ MORE",5,1,nice product indoors not suitable outdoors read
not up to mark. quality is not goodREAD MORE,1,0,not mark quality not goodread
Good and nice.READ MORE,5,1,good nice read
It is good suttalREAD MORE,4,1,good suttalread
very nice productREAD MORE,5,1,nice productread
the product delivered was original but the packet was flattened due to which the shuttles have lost their shape.defective shuttles receivedREAD MORE,1,0,product delivered original packet flattened due shuttle lost shape defective shuttle receivedread
grt product at grt priceREAD MORE,5,1,grt product grt priceread
FairREAD MORE,4,1,fairread
very much Satisfied...Good Quality....Quick Delivery...👍👍👍READ MORE,5,1,much satisfied good quality quick delivery read
Awesome ...READ MORE,5,1,awesome read
"I have been ordering these since a long time, shuttles used to be good and long lasting for rigorous games and used to last 90mins at least.But this time, I am really disappointed with the quality. the shuttles are starting to rotate just over couple of sets. Never expected, this quality for a bulk order of 3 tubes.READ MORE",2,0,ordering since long time shuttle used good long lasting rigorous game used last min least time really disappointed quality shuttle starting rotate couple set never expected quality bulk order tube read
Not genuine product and all the shuttles were shaped out. Don't buy these products online.READ MORE,1,0,not genuine product shuttle shaped buy product online read
N8ceREAD MORE,5,1,ceread
its originalREAD MORE,5,1,originalread
ozm product but not delivered@ selected place 😒😒😒😒READ MORE,5,1,ozm product not delivered selected place read
good for daily practiceREAD MORE,5,1,good daily practiceread
it v good for coart but not good for homeREAD MORE,4,1,good coart not good homeread
excellent and authentic productexcellent packagingfaster deliveryREAD MORE,5,1,excellent authentic productexcellent packagingfaster deliveryread
Great Product and perfect delivery time.READ MORE,5,1,great product perfect delivery time read
fantastic.....READ MORE,5,1,fantastic read
original Product correct delveryREAD MORE,2,0,original product correct delveryread
OKREAD MORE,5,1,okread
Awesome product 100% original & DurabilityREAD MORE,5,1,awesome product original durabilityread
poor quality shuttle they have sent.  may be it is a old stock. one shuttle broke within 1 day. only 7 games i have played with this shuttle.READ MORE,1,0,poor quality shuttle sent may old stock one shuttle broke within day game played shuttle read
super but rate is very highREAD MORE,5,1,super rate highread
Nice original product just love playing badminton nowREAD MORE,5,1,nice original product love playing badminton nowread
I doubt this may not be a genuine product...READ MORE,2,0,doubt may not genuine product read
Original yonex product.. visit yonex sunrise website for originality.. scratch code an led type code in that website..READ MORE,5,1,original yonex product visit yonex sunrise website originality scratch code led type code website read
As expected. Excellent one.READ MORE,5,1,expected excellent one read
Good packing....READ MORE,5,1,good packing read
it's good.. osm price really impressed with the product.READ MORE,5,1,good osm price really impressed product read
"good one, no doubt go for itREAD MORE",5,1,good one doubt itread
amazing.. 👌👌👌READ MORE,5,1,amazing read
classyREAD MORE,5,1,classyread
very very niceREAD MORE,5,1,niceread
"NICE SHUTTLE,BALANCE TOO GOODREAD MORE",4,1,nice shuttle balance goodread
best of best...  1 got @ 629... must buyREAD MORE,5,1,best best got must buyread
good product.READ MORE,5,1,good product read
super productsREAD MORE,4,1,super productsread
looks good rest comment after 2 day play minimumREAD MORE,4,1,look good rest comment day play minimumread
I like the shuttle qualitiesREAD MORE,5,1,like shuttle qualitiesread
good jobREAD MORE,5,1,good jobread
excellent qualityREAD MORE,5,1,excellent qualityread
awesome best the comments that say it's fake. are also fakeREAD MORE,5,1,awesome best comment say fake also fakeread
got from latest one not from old stock...packaging was too goodREAD MORE,5,1,got latest one not old stock packaging goodread
